"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"42074","DEU","Europe","Germany","2021-01-01",1762637,2117,18557.286,34145,354,652.143,21008.666,25.232,221.182,406.97,4.219,7.773,0.93,5583,66.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130804,1.559,NA,NA,"tests performed",232520,231664,854,2,25476,41633,0.28,0.28,0,0,496,82.41,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42075","DEU","Europe","Germany","2021-01-02",1773540,10903,18185.714,34480,335,647.714,21138.618,129.952,216.753,410.963,3.993,7.72,0.94,5703,67.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125811,1.5,NA,NA,"tests performed",280598,279665,931,2,48078,42708,0.33,0.33,0,0,509,82.41,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42076","DEU","Europe","Germany","2021-01-03",1783896,10356,17893.857,34791,311,642,21262.05,123.432,213.275,414.67,3.707,7.652,0.97,5745,68.474,NA,NA,NA,NA,7793.156,92.886,NA,36016829,429.28,NA,120818,1.44,0.154,6.5,"tests performed",303157,302220,935,2,22559,39829,0.36,0.36,0,0,475,82.41,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,31209.5,3.22,35.76,371.982417118969
"42077","DEU","Europe","Germany","2021-01-04",1796216,12320,17653.286,35748,957,657.571,21408.891,146.841,210.407,426.076,11.406,7.838,0.98,5723,68.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128689,1.534,NA,NA,"tests performed",349211,348223,986,2,46054,43822,0.42,0.42,0,0,522,82.41,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42078","DEU","Europe","Germany","2021-01-05",1814565,18349,17493.714,36757,1009,641.429,21627.59,218.7,208.506,438.102,12.026,7.645,1,5650,67.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136560,1.628,NA,NA,"tests performed",401875,400800,1073,2,52664,44116,0.48,0.48,0,0,526,85.19,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42079","DEU","Europe","Germany","2021-01-06",1841228,26663,14296.429,37835,1078,657.857,21945.383,317.793,170.397,450.951,12.849,7.841,1.02,5552,66.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144431,1.721,NA,NA,"tests performed",465021,463858,1161,2,63146,43994,0.55,0.55,0,0,524,85.19,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42080","DEU","Europe","Germany","2021-01-07",1886561,45333,18005.857,38987,1152,742.286,22485.702,540.319,214.61,464.682,13.731,8.847,1.04,5474,65.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152302,1.815,NA,NA,"tests performed",519805,518622,1182,2,54784,44680,0.62,0.62,0,0,533,85.19,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42081","DEU","Europe","Germany","2021-01-08",1905638,19077,20428.714,40022,1035,839.571,22713.079,227.377,243.487,477.018,12.336,10.007,1.02,5467,65.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160173,1.909,NA,NA,"tests performed",582618,581332,1285,2,62813,50014,0.69,0.69,0,0,596,85.19,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42082","DEU","Europe","Germany","2021-01-09",1928462,22824,22131.714,40597,575,873.857,22985.115,272.037,263.785,483.871,6.853,10.415,1,5398,64.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168044,2.003,NA,NA,"tests performed",643340,641910,1429,2,60722,51820,0.77,0.77,0,0,618,85.19,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42083","DEU","Europe","Germany","2021-01-10",1929410,948,20787.714,40936,339,877.857,22996.414,11.299,247.766,487.911,4.041,10.463,0.97,5300,63.17,NA,NA,NA,NA,7537.924,89.844,NA,37248234,443.957,NA,175915,2.097,0.128,7.8,"tests performed",679315,677771,1543,2,35975,53737,0.81,0.81,0,0,640,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,36376.8,3.68,26.31,433.570867558062
"42084","DEU","Europe","Germany","2021-01-11",1941116,11706,20700,41799,863,864.429,23135.937,139.522,246.721,498.197,10.286,10.303,0.96,5267,62.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175020,2.086,NA,NA,"tests performed",747556,745958,1597,2,68241,56906,0.89,0.89,0,0,678,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42085","DEU","Europe","Germany","2021-01-12",1968326,27210,21965.857,42889,1090,876,23460.25,324.313,261.809,511.189,12.992,10.441,0.95,5209,62.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174126,2.075,NA,NA,"tests performed",826495,824833,1661,2,78939,60660,0.99,0.98,0,0,723,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42086","DEU","Europe","Germany","2021-01-13",1993892,25566,21809.143,44096,1207,894.429,23764.968,304.718,259.941,525.575,14.386,10.661,0.92,5164,61.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173231,2.065,NA,NA,"tests performed",938507,936645,1861,2,112012,67641,1.12,1.12,0,0,806,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42087","DEU","Europe","Germany","2021-01-14",2015235,21343,18382,45207,1111,888.571,24019.353,254.385,219.093,538.817,13.242,10.591,0.91,5104,60.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172336,2.054,NA,NA,"tests performed",1022492,1020417,2074,2,83985,71812,1.22,1.22,0,0,856,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42088","DEU","Europe","Germany","2021-01-15",2023828,8593,16884.286,45705,498,811.857,24121.772,102.419,201.242,544.753,5.936,9.676,0.89,5050,60.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171441,2.043,NA,NA,"tests performed",1114211,1111217,2993,2,91719,75942,1.33,1.32,0,0,905,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42089","DEU","Europe","Germany","2021-01-16",2038645,14817,15740.429,46464,759,838.143,24298.374,176.602,187.608,553.799,9.046,9.99,0.89,4992,59.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170547,2.033,NA,NA,"tests performed",1172268,1168053,4214,2,58057,75561,1.4,1.39,0.01,0,901,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42090","DEU","Europe","Germany","2021-01-17",2050129,11484,17245.571,46901,437,852.143,24435.25,136.876,205.548,559.008,5.209,10.157,0.89,4950,58.998,NA,NA,NA,NA,6635.027,79.082,NA,38435798,458.112,NA,169652,2.022,0.104,9.6,"tests performed",1219973,1198836,21137,2,47705,77237,1.45,1.43,0.03,0,921,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,40879.9,4.05,22.56,487.242795097062
"42091","DEU","Europe","Germany","2021-01-18",2059382,9253,16895.143,47263,362,780.571,24545.536,110.285,201.371,563.322,4.315,9.304,0.88,4984,59.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168144,2.004,NA,NA,"tests performed",1302814,1266183,36631,2,82841,79323,1.55,1.51,0.04,0,945,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42092","DEU","Europe","Germany","2021-01-19",2071615,12233,14755.571,48997,1734,872.571,24691.339,145.804,175.87,583.99,20.667,10.4,0.87,4930,58.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166637,1.986,NA,NA,"tests performed",1422189,1349803,72386,2,119375,85099,1.7,1.61,0.09,0,1014,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42093","DEU","Europe","Germany","2021-01-20",2100618,29003,15246.571,50010,1013,844.857,25037.023,345.683,181.722,596.063,12.074,10.07,0.87,4816,57.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165129,1.968,NA,NA,"tests performed",1554468,1428792,125676,2,132279,87994,1.85,1.7,0.15,0,1049,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42094","DEU","Europe","Germany","2021-01-21",2108895,8277,13380,50876,866,809.857,25135.675,98.653,159.475,606.385,10.322,9.653,0.85,4767,56.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163621,1.95,NA,NA,"tests performed",1659664,1493391,166272,3,105196,91025,1.98,1.78,0.2,0,1085,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42095","DEU","Europe","Germany","2021-01-22",2125261,16366,14490.429,51713,837,858.286,25330.74,195.064,172.71,616.361,9.976,10.23,0.86,4749,56.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162114,1.932,NA,NA,"tests performed",1761745,1562118,199626,3,102081,92505,2.1,1.86,0.24,0,1103,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42096","DEU","Europe","Germany","2021-01-23",2137691,12430,14149.429,51873,160,772.714,25478.892,148.152,168.645,618.268,1.907,9.21,0.86,4639,55.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160606,1.914,NA,NA,"tests performed",1848414,1602596,245817,3,86669,96592,2.2,1.91,0.29,0,1151,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42097","DEU","Europe","Germany","2021-01-24",2147769,10078,13948.571,52296,423,770.714,25599.01,120.119,166.251,623.31,5.042,9.186,0.86,4607,54.91,NA,NA,NA,NA,6392.91,76.196,NA,39549488,471.386,NA,159099,1.896,0.099,10.1,"tests performed",1896041,1628277,267763,3,47627,96581,2.26,1.94,0.32,0,1151,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,44972.8,4.37,20.5,536.025596328297
"42098","DEU","Europe","Germany","2021-01-25",2154656,6887,13610.571,53127,831,837.714,25681.095,82.085,162.223,633.215,9.905,9.985,0.85,4604,54.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159873,1.906,NA,NA,"tests performed",1986751,1680530,306220,3,90710,97705,2.37,2,0.36,0,1165,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42099","DEU","Europe","Germany","2021-01-26",2164043,9387,13204,53619,492,660.286,25792.978,111.883,157.377,639.079,5.864,7.87,0.84,4559,54.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160647,1.915,NA,NA,"tests performed",2084748,1731171,353572,7,97997,94651,2.48,2.06,0.42,0,1128,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42100","DEU","Europe","Germany","2021-01-27",2179679,15636,11294.429,54498,879,641.143,25979.342,186.364,134.617,649.555,10.477,7.642,0.84,4487,53.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161422,1.924,NA,NA,"tests performed",2193812,1782102,411706,7,109064,91335,2.61,2.12,0.49,0,1089,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42101","DEU","Europe","Germany","2021-01-28",2194562,14883,12238.143,55883,1385,715.286,26156.73,177.389,145.865,666.063,16.508,8.525,0.84,4428,52.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162196,1.933,NA,NA,"tests performed",2286066,1828909,457153,7,92254,89486,2.72,2.18,0.54,0,1067,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42102","DEU","Europe","Germany","2021-01-29",2207393,12831,11733.143,56286,403,653.286,26309.662,152.931,139.846,670.866,4.803,7.786,0.85,4367,52.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162970,1.942,NA,NA,"tests performed",2393501,1878729,514768,7,107435,90251,2.85,2.24,0.61,0,1076,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42103","DEU","Europe","Germany","2021-01-30",2224911,17518,12460,57105,819,747.429,26518.457,208.795,148.509,680.628,9.762,8.909,0.85,4342,51.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163745,1.952,NA,NA,"tests performed",2481273,1913330,567940,7,87772,90408,2.96,2.28,0.68,0,1078,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42104","DEU","Europe","Germany","2021-01-31",2225659,748,11127.143,57163,58,695.286,26527.372,8.915,132.623,681.319,0.691,8.287,0.83,4337,51.692,NA,NA,NA,NA,5405.272,64.425,NA,40701121,485.112,NA,164519,1.961,0.085,11.8,"tests performed",2538265,1939084,599178,7,56992,91746,3.03,2.31,0.71,0,1094,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,47408.9,4.52,12.07,565.061190180923
"42105","DEU","Europe","Germany","2021-02-01",2232327,6668,11095.857,58059,896,704.571,26606.847,79.475,132.25,691.998,10.679,8.398,0.83,4313,51.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163496,1.949,NA,NA,"tests performed",2658084,1997335,660745,8,119819,95905,3.17,2.38,0.79,0,1143,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42106","DEU","Europe","Germany","2021-02-02",2240017,7690,10853.429,58992,933,767.571,26698.503,91.656,129.361,703.119,11.12,9.149,0.82,4252,50.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162473,1.936,NA,NA,"tests performed",2790578,2062854,727720,8,132494,100833,3.33,2.46,0.87,0,1202,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42107","DEU","Europe","Germany","2021-02-03",2252504,12487,10403.571,59776,784,754,26847.334,148.831,123.999,712.463,9.344,8.987,0.82,4207,50.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161450,1.924,NA,NA,"tests performed",2953169,2127421,825744,8,162591,108480,3.52,2.54,0.98,0,1293,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42108","DEU","Europe","Germany","2021-02-04",2265536,13032,10139.143,60634,858,678.714,27002.661,155.327,120.847,722.69,10.226,8.09,0.83,4170,49.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160426,1.912,NA,NA,"tests performed",3087354,2189487,897862,9,134185,114470,3.68,2.61,1.07,0,1364,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42109","DEU","Europe","Germany","2021-02-05",2276371,10835,9854,61324,690,719.714,27131.802,129.141,117.449,730.914,8.224,8.578,0.83,4066,48.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159403,1.9,NA,NA,"tests performed",3234599,2258849,975745,9,147245,120157,3.86,2.69,1.16,0,1432,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42110","DEU","Europe","Germany","2021-02-06",2285003,8632,8584.571,61551,227,635.143,27234.686,102.884,102.319,733.619,2.706,7.57,0.84,3958,47.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158380,1.888,NA,NA,"tests performed",3328518,2304446,1024067,9,93919,121035,3.97,2.75,1.22,0,1443,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42111","DEU","Europe","Germany","2021-02-07",2291673,6670,9430.571,61708,157,649.286,27314.185,79.499,112.402,735.491,1.871,7.739,0.84,3926,46.794,NA,NA,NA,NA,4707.167,56.104,NA,41802620,498.241,NA,157357,1.876,0.075,13.3,"tests performed",3381962,2332713,1049245,9,53444,120528,4.03,2.78,1.25,0,1437,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,48252.6,4.51,4.04,575.11715279882
"42112","DEU","Europe","Germany","2021-02-08",2296323,4650,9142.286,62191,483,590.286,27369.608,55.423,108.966,741.247,5.757,7.036,0.83,3951,47.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156522,1.866,NA,NA,"tests performed",3491163,2385742,1105418,9,109201,119011,4.16,2.84,1.32,0,1418,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42113","DEU","Europe","Germany","2021-02-09",2302051,5728,8862,63006,815,573.429,27437.879,68.271,105.625,750.961,9.714,6.835,0.82,3840,45.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155688,1.856,NA,NA,"tests performed",3625354,2445970,1179380,10,134191,119254,4.32,2.92,1.41,0,1421,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42114","DEU","Europe","Germany","2021-02-10",2311297,9246,8399,63672,666,556.571,27548.081,110.202,100.107,758.899,7.938,6.634,0.83,3732,44.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154853,1.846,NA,NA,"tests performed",3780442,2523743,1256695,10,155088,118182,4.51,3.01,1.5,0,1409,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42115","DEU","Europe","Germany","2021-02-11",2321225,9928,7955.571,64224,552,512.857,27666.412,118.331,94.822,765.478,6.579,6.113,0.84,3668,43.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154018,1.836,NA,NA,"tests performed",3924543,2599291,1325250,10,144101,119598,4.68,3.1,1.58,0,1425,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42116","DEU","Europe","Germany","2021-02-12",2330422,9197,7721.571,64771,547,492.429,27776.03,109.618,92.033,771.998,6.52,5.869,0.86,3546,42.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153184,1.826,NA,NA,"tests performed",4080241,2679539,1400703,10,155698,120806,4.86,3.19,1.67,0,1440,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42117","DEU","Europe","Germany","2021-02-13",2336906,6484,7414.714,64990,219,491.286,27853.312,77.282,88.375,774.608,2.61,5.856,0.87,3479,41.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152349,1.816,NA,NA,"tests performed",4187888,2741590,1446300,10,107647,122767,4.99,3.27,1.72,0,1463,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42118","DEU","Europe","Germany","2021-02-14",2341744,4838,7153,65107,117,485.571,27910.976,57.664,85.256,776.003,1.395,5.787,0.88,3417,40.727,NA,NA,NA,NA,3925.329,46.786,NA,42863222,510.882,NA,151515,1.806,0.064,15.6,"tests performed",4253194,2781219,1471978,10,65306,124462,5.07,3.31,1.75,0,1483,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,48279.7,4.42,0.13,575.44015456123
"42119","DEU","Europe","Germany","2021-02-15",2346876,5132,7221.857,65288,181,442.429,27972.143,61.168,86.076,778.16,2.157,5.273,0.89,3426,40.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152385,1.816,NA,NA,"tests performed",4378743,2851391,1527366,10,125549,126797,5.22,3.4,1.82,0,1511,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42120","DEU","Europe","Germany","2021-02-16",2352766,5890,7245,65829,541,403.286,28042.346,70.202,86.352,784.608,6.448,4.807,0.9,3342,39.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153255,1.827,NA,NA,"tests performed",4513305,2929748,1583572,10,134562,126850,5.38,3.49,1.89,0,1512,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42121","DEU","Europe","Germany","2021-02-17",2362364,9598,7295.286,66732,903,437.143,28156.743,114.397,86.952,795.371,10.763,5.21,0.91,3239,38.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154125,1.837,NA,NA,"tests performed",4664937,3025151,1639802,10,151632,126356,5.56,3.61,1.95,0,1506,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42122","DEU","Europe","Germany","2021-02-18",2372209,9845,7283.429,67245,513,431.571,28274.084,117.341,86.81,801.485,6.114,5.144,0.93,3169,37.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154994,1.847,NA,NA,"tests performed",4809591,3116683,1692928,11,144654,126435,5.73,3.71,2.02,0,1507,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42123","DEU","Europe","Germany","2021-02-19",2381259,9050,7262.429,67741,496,424.286,28381.95,107.866,86.56,807.397,5.912,5.057,0.95,3114,37.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155864,1.858,NA,NA,"tests performed",4968469,3219829,1748661,11,158878,126890,5.92,3.84,2.08,0,1512,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42124","DEU","Europe","Germany","2021-02-20",2388421,7162,7359.286,67883,142,413.286,28467.313,85.363,87.714,809.09,1.692,4.926,0.97,3068,36.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156734,1.868,NA,NA,"tests performed",5080786,3295991,1784817,11,112317,127557,6.06,3.93,2.13,0,1520,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42125","DEU","Europe","Germany","2021-02-21",2394515,6094,7538.714,67946,63,405.571,28539.947,72.634,89.853,809.841,0.751,4.834,0.98,3049,36.341,NA,NA,NA,NA,3555.091,42.373,NA,43966453,524.031,NA,157604,1.878,0.061,16.4,"tests performed",5166673,3353698,1812998,11,85887,130497,6.16,4,2.16,0,1555,83.33,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,47306.2,4.25,-4.55,563.837120771348
"42126","DEU","Europe","Germany","2021-02-22",2399499,4984,7517.571,68363,417,439.286,28599.351,59.404,89.601,814.811,4.97,5.236,0.98,3053,36.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159004,1.895,NA,NA,"tests performed",5323127,3451983,1871168,11,156454,134912,6.34,4.11,2.23,0,1608,81.48,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42127","DEU","Europe","Germany","2021-02-23",2405263,5764,7499.571,68785,422,422.286,28668.051,68.7,89.387,819.84,5.03,5.033,0.99,3030,36.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160403,1.912,NA,NA,"tests performed",5493458,3561972,1931511,11,170331,140022,6.55,4.25,2.3,0,1669,81.48,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42128","DEU","Europe","Germany","2021-02-24",2416037,10774,7667.571,69170,385,348.286,28796.465,128.414,91.389,824.429,4.589,4.151,1,2950,35.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161802,1.928,NA,NA,"tests performed",5670311,3679562,1990774,12,176853,143625,6.76,4.39,2.37,0,1712,81.48,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"42129","DEU","Europe","Germany","2021-02-25",2427069,11032,7837.143,69343,173,299.714,28927.954,131.489,93.41,826.491,2.062,3.572,1.02,2891,34.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163202,1.945,NA,NA,"tests performed",5860397,3810487,2049934,13,190086,150115,6.98,4.54,2.44,0,1789,81.48,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
