"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million"
"41774","DEU","Europe","Germany","2020-03-07",799,129,102.857,NA,NA,0,9.523,1.538,1.226,NA,NA,0,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41775","DEU","Europe","Germany","2020-03-08",1040,241,130,NA,NA,0,12.396,2.872,1.549,NA,NA,0,2.98,NA,NA,NA,NA,NA,NA,351.07,4.184,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-16342.4,-7.82,-10.04,-194.783173505665
"41776","DEU","Europe","Germany","2020-03-09",1176,136,145.286,2,2,0.286,14.017,1.621,1.732,0.024,0.024,0.003,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41777","DEU","Europe","Germany","2020-03-10",1457,281,180.143,2,0,0.286,17.366,3.349,2.147,0.024,0,0.003,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.87,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41778","DEU","Europe","Germany","2020-03-11",1908,451,235.143,3,1,0.429,22.741,5.375,2.803,0.036,0.012,0.005,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.87,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41779","DEU","Europe","Germany","2020-03-12",2078,170,228,3,0,0.429,24.767,2.026,2.718,0.036,0,0.005,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.87,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41780","DEU","Europe","Germany","2020-03-13",3675,1597,429.286,7,4,1,43.802,19.034,5.117,0.083,0.048,0.012,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.87,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41781","DEU","Europe","Germany","2020-03-14",4585,910,540.857,9,2,1.286,54.648,10.846,6.446,0.107,0.024,0.015,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.87,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41782","DEU","Europe","Germany","2020-03-15",5795,1210,679.286,11,2,1.571,69.07,14.422,8.096,0.131,0.024,0.019,2.9,NA,NA,NA,NA,NA,NA,929.126,11.074,NA,129291,1.541,NA,NA,NA,0.058,17.2,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.87,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-17429.1,-7.58,-5.19,-207.73542498945
"41783","DEU","Europe","Germany","2020-03-16",7272,1477,870.857,17,6,2.143,86.674,17.604,10.38,0.203,0.072,0.026,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.13,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41784","DEU","Europe","Germany","2020-03-17",9257,1985,1114.286,24,7,3.143,110.333,23.659,13.281,0.286,0.083,0.037,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.13,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41785","DEU","Europe","Germany","2020-03-18",12327,3070,1488.429,28,4,3.571,146.924,36.591,17.74,0.334,0.048,0.043,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.31,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41786","DEU","Europe","Germany","2020-03-19",15320,2993,1891.714,44,16,5.857,182.597,35.673,22.547,0.524,0.191,0.07,2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.09,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41787","DEU","Europe","Germany","2020-03-20",19848,4528,2310.429,67,23,8.571,236.566,53.969,27.538,0.799,0.274,0.102,2.35,200,2.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.87,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41788","DEU","Europe","Germany","2020-03-21",22213,2365,2518.286,84,17,10.714,264.754,28.188,30.015,1.001,0.203,0.128,2.24,308,3.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.06,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41789","DEU","Europe","Germany","2020-03-22",24873,2660,2725.429,94,10,11.857,296.458,31.704,32.484,1.12,0.119,0.141,2.14,364,4.338,NA,NA,NA,NA,2373.76,28.293,NA,503825,6.005,NA,53505,0.638,0.069,14.5,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-17779.2,-7.11,-1.74,-211.908226355487
"41790","DEU","Europe","Germany","2020-03-23",29056,4183,3112,123,29,15.143,346.315,49.857,37.092,1.466,0.346,0.18,2.07,451,5.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53567,0.638,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41791","DEU","Europe","Germany","2020-03-24",32986,3930,3389.857,157,34,19,393.156,46.841,40.403,1.871,0.405,0.226,1.97,616,7.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53630,0.639,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41792","DEU","Europe","Germany","2020-03-25",37323,4337,3570.857,206,49,25.429,444.849,51.692,42.561,2.455,0.584,0.303,1.88,789,9.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53693,0.64,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41793","DEU","Europe","Germany","2020-03-26",43938,6615,4088.286,267,61,31.857,523.692,78.843,48.728,3.182,0.727,0.38,1.8,824,9.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53755,0.641,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41794","DEU","Europe","Germany","2020-03-27",50871,6933,4431.857,342,75,39.286,606.326,82.634,52.823,4.076,0.894,0.468,1.71,905,10.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53818,0.641,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41795","DEU","Europe","Germany","2020-03-28",57695,6824,5068.857,433,91,49.857,687.66,81.334,60.415,5.161,1.085,0.594,1.65,1001,11.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53880,0.642,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41796","DEU","Europe","Germany","2020-03-29",62095,4400,5317.429,533,100,62.714,740.103,52.443,63.378,6.353,1.192,0.747,1.56,1063,12.67,NA,NA,NA,NA,4528.605,53.976,NA,881424,10.506,NA,53943,0.643,0.088,11.4,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-17504.1,-6.5,1.42,-208.629341306082
"41797","DEU","Europe","Germany","2020-03-30",66885,4790,5404.143,645,112,74.571,797.195,57.091,64.411,7.688,1.335,0.889,1.49,1203,14.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54760,0.653,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41798","DEU","Europe","Germany","2020-03-31",71808,4923,5546,775,130,88.286,855.871,58.677,66.102,9.237,1.549,1.052,1.41,1550,18.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55577,0.662,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41799","DEU","Europe","Germany","2020-04-01",77872,6064,5792.714,920,145,102,928.147,72.276,69.043,10.965,1.728,1.216,1.33,1784,21.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56395,0.672,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41800","DEU","Europe","Germany","2020-04-02",84794,6922,5836.571,1107,187,120,1010.65,82.503,69.565,13.194,2.229,1.43,1.26,2102,25.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57212,0.682,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41801","DEU","Europe","Germany","2020-04-03",91159,6365,5755.429,1275,168,133.286,1086.514,75.864,68.598,15.197,2.002,1.589,1.2,2361,28.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58029,0.692,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41802","DEU","Europe","Germany","2020-04-04",96092,4933,5485.286,1444,169,144.429,1145.309,58.796,65.378,17.211,2.014,1.721,1.15,2471,29.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58846,0.701,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41803","DEU","Europe","Germany","2020-04-05",100123,4031,5432.571,1584,140,150.143,1193.354,48.045,64.75,18.88,1.669,1.79,1.11,2528,30.131,NA,NA,NA,NA,4211.835,50.2,NA,1299070,15.483,NA,59664,0.711,0.09,11.1,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-15790.4,-5.48,9.04,-188.203949415254
"41804","DEU","Europe","Germany","2020-04-06",103374,3251,5212.714,1810,226,166.429,1232.103,38.748,62.13,21.573,2.694,1.984,1.06,2551,30.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59023,0.703,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41805","DEU","Europe","Germany","2020-04-07",107663,4289,5122.143,2016,206,177.286,1283.223,51.12,61.05,24.028,2.455,2.113,1.01,2641,31.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58382,0.696,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41806","DEU","Europe","Germany","2020-04-08",113296,5633,5060.571,2349,333,204.143,1350.362,67.139,60.316,27.997,3.969,2.433,0.97,2654,31.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57741,0.688,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41807","DEU","Europe","Germany","2020-04-09",118181,4885,4769.571,2607,258,214.286,1408.586,58.224,56.848,31.073,3.075,2.554,0.91,2714,32.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100,0.681,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41808","DEU","Europe","Germany","2020-04-10",122171,3990,4430.286,2767,160,213.143,1456.142,47.556,52.804,32.98,1.907,2.54,0.87,2702,32.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56459,0.673,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41809","DEU","Europe","Germany","2020-04-11",124908,2737,4116.571,2736,-31,184.571,1488.764,32.622,49.065,32.61,-0.369,2.2,0.85,2652,31.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55818,0.665,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41810","DEU","Europe","Germany","2020-04-12",127854,2946,3961.571,3022,286,205.429,1523.877,35.113,47.218,36.019,3.409,2.448,0.83,2652,31.609,NA,NA,NA,NA,3080.945,36.721,NA,1685311,20.087,NA,55177,0.658,0.08,12.5,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-13650.7,-4.45,11.65,-162.701112845958
"41811","DEU","Europe","Germany","2020-04-13",130072,2218,3814,3194,172,197.714,1550.313,26.436,45.459,38.069,2.05,2.357,0.81,2719,32.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54233,0.646,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41812","DEU","Europe","Germany","2020-04-14",131359,1287,3385.143,3294,100,182.571,1565.653,15.34,40.347,39.261,1.192,2.176,0.78,2722,32.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53289,0.635,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41813","DEU","Europe","Germany","2020-04-15",134753,3394,3065.286,3804,510,207.857,1606.105,40.453,36.535,45.339,6.079,2.477,0.77,2735,32.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52345,0.624,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41814","DEU","Europe","Germany","2020-04-16",137698,2945,2788.143,4052,248,206.429,1641.207,35.101,33.232,48.295,2.956,2.46,0.75,2810,33.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51401,0.613,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41815","DEU","Europe","Germany","2020-04-17",141397,3699,2746.571,4352,300,226.429,1685.294,44.088,32.736,51.871,3.576,2.699,0.74,2879,34.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50457,0.601,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41816","DEU","Europe","Germany","2020-04-18",143342,1945,2633.429,4459,107,246.143,1708.477,23.182,31.388,53.146,1.275,2.934,0.74,2928,34.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49513,0.59,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41817","DEU","Europe","Germany","2020-04-19",145184,1842,2475.714,4586,127,223.429,1730.431,21.955,29.508,54.66,1.514,2.663,0.73,2870,34.207,NA,NA,NA,NA,2175.022,25.924,NA,2025294,24.139,NA,48569,0.579,0.067,14.9,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-12330,-3.8,7.36,-146.959842454281
"41818","DEU","Europe","Germany","2020-04-20",147065,1881,2427.571,4862,276,238.286,1752.851,22.419,28.934,57.95,3.29,2.84,0.72,2900,34.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49052,0.585,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41819","DEU","Europe","Germany","2020-04-21",148291,1226,2418.857,5033,171,248.429,1767.463,14.613,28.83,59.988,2.038,2.961,0.71,2855,34.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49535,0.59,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41820","DEU","Europe","Germany","2020-04-22",150648,2357,2270.714,5279,246,210.714,1795.556,28.093,27.064,62.92,2.932,2.511,0.7,2739,32.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50019,0.596,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41821","DEU","Europe","Germany","2020-04-23",153129,2481,2204.429,5575,296,217.571,1825.127,29.571,26.274,66.448,3.528,2.593,0.69,2720,32.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50502,0.602,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41822","DEU","Europe","Germany","2020-04-24",154999,1870,1943.143,5760,185,201.143,1847.415,22.288,23.16,68.653,2.205,2.397,0.68,2644,31.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50985,0.608,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41823","DEU","Europe","Germany","2020-04-25",156513,1514,1881.571,5877,117,202.571,1865.46,18.045,22.426,70.047,1.395,2.414,0.68,2538,30.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51468,0.613,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41824","DEU","Europe","Germany","2020-04-26",157770,1257,1798,5976,99,198.571,1880.442,14.982,21.43,71.227,1.18,2.367,0.68,2524,30.083,NA,NA,NA,NA,1533.411,18.277,NA,2388953,28.474,NA,51951,0.619,0.05,20,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,-11659.9,-3.4,3.75,-138.972998137281
"41825","DEU","Europe","Germany","2020-04-27",158758,988,1670.429,6126,150,180.571,1892.218,11.776,19.91,73.015,1.788,2.152,0.67,2466,29.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51219,0.61,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41826","DEU","Europe","Germany","2020-04-28",159912,1154,1660.143,6314,188,183,1905.973,13.754,19.787,75.256,2.241,2.181,0.67,2391,28.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50488,0.602,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41827","DEU","Europe","Germany","2020-04-29",161539,1627,1555.857,6467,153,169.714,1925.365,19.392,18.544,77.079,1.824,2.023,0.66,2310,27.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49756,0.593,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41828","DEU","Europe","Germany","2020-04-30",163009,1470,1411.429,6623,156,149.714,1942.885,17.521,16.823,78.939,1.859,1.784,0.65,2235,26.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49024,0.584,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41829","DEU","Europe","Germany","2020-05-01",164077,1068,1296.857,6736,113,139.429,1955.615,12.729,15.457,80.286,1.347,1.662,0.65,2118,25.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48292,0.576,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
"41830","DEU","Europe","Germany","2020-05-02",164967,890,1207.714,6812,76,133.571,1966.223,10.608,14.395,81.191,0.906,1.592,0.65,2046,24.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47560,0.567,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.85,83900471,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA,NA,NA,NA
